UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5134,,,304.1,313.2,7.509335266016592,25.8,186.0,0.0,0.0,0.0,0.0,0.0,0.0
6397,,,300.0,309.6,7.3310603052186325,46.4,150.0,0.0,0.0,0.0,0.0,0.0,0.0
7200,,,300.0,309.9,7.318539548567902,41.4,74.0,0.0,0.0,0.0,0.0,0.0,0.0
8831,,,297.3,308.7,7.266128779556451,42.8,153.0,0.0,0.0,0.0,0.0,0.0,0.0
7924,,,300.8,312.0,7.280008252884188,45.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,,,301.5,310.8,7.395721608602045,36.4,167.0,0.0,0.0,0.0,0.0,0.0,0.0
4227,,,302.1,310.8,7.3758821482150125,37.1,43.0,0.0,0.0,0.0,0.0,0.0,0.0
201,,,298.4,308.6,7.383989457978509,35.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
7574,,,300.3,311.1,7.381501894506707,37.1,160.0,0.0,0.0,0.0,0.0,0.0,0.0
8630,,,297.5,308.5,7.351158226430694,39.1,47.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,,,298.1,309.0,7.352441100243583,34.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8430,,,299.0,310.3,7.363913501405819,40.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
4902,,,303.6,312.3,7.396948602621014,32.4,223.0,0.0,0.0,0.0,0.0,0.0,0.0
7980,,,301.2,312.4,7.264730177929867,36.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0
375,,,297.4,308.3,7.266827347520591,43.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
5124,,,304.2,310.1,7.334981878871814,41.3,161.0,0.0,0.0,0.0,0.0,0.0,0.0
643,,,297.8,310.1,7.112327444710911,58.7,129.0,0.0,0.0,0.0,0.0,0.0,0.0
9065,,,297.2,308.4,7.51425465281641,25.2,117.0,0.0,0.0,0.0,0.0,0.0,0.0
4267,,,302.7,311.1,7.273092595999522,39.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0
9076,,,297.3,308.1,7.317876198626496,36.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,,,298.9,308.6,7.262628600974241,49.6,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,,,300.2,309.5,7.270312886079025,48.8,135.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,,,300.1,310.1,7.21081845347222,58.7,86.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,,,300.1,309.6,7.473637108496206,25.4,55.0,0.0,0.0,0.0,0.0,0.0,0.0
5331,,,303.6,312.9,7.370860166536716,31.9,53.0,0.0,0.0,0.0,0.0,0.0,0.0
6663,,,301.3,310.4,7.646831391430482,18.7,190.0,0.0,0.0,0.0,0.0,0.0,0.0
9098,,,297.3,308.1,7.404279118037268,36.9,206.0,0.0,0.0,0.0,0.0,0.0,0.0
6154,,,301.0,311.1,7.1204443723924875,64.4,177.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
4049,,,301.9,311.0,7.898039690764619,12.1,31.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
8757,,,297.5,308.7,7.474204806496124,26.2,164.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,,,296.8,307.5,7.275172319452771,39.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,,,301.9,310.1,7.351158226430694,35.3,65.0,0.0,0.0,0.0,0.0,0.0,0.0
9680,,,299.1,310.2,7.377133712833954,33.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,,,301.8,310.1,7.271008538280992,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6857,,,301.1,311.3,7.515889085215125,22.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0
6654,,,301.4,310.3,7.384610383176974,29.1,166.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,,,299.3,308.5,7.311218384419629,39.4,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7015,,,300.5,310.5,7.247080584585756,47.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,,,298.2,307.8,7.212294468500341,51.3,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8410,,,298.5,309.6,7.529406457837013,26.9,130.0,0.0,0.0,0.0,0.0,0.0,0.0
5311,,,303.8,313.0,7.2640301428995295,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4864,,,303.6,312.3,7.557994958530806,22.3,116.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,,,298.1,307.8,7.267525427828172,49.8,198.0,0.0,0.0,0.0,0.0,0.0,0.0
4834,,,303.4,311.9,7.228388451573604,41.6,34.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0
4889,,,303.7,310.1,7.321849713788356,39.2,184.0,0.0,0.0,0.0,0.0,0.0,0.0
6218,,,301.0,310.7,7.283448228756631,46.1,103.0,0.0,0.0,0.0,0.0,0.0,0.0
6318,,,300.9,310.3,7.186901020411631,48.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0
7721,,,300.5,311.6,7.29776828253138,41.7,97.0,0.0,0.0,0.0,0.0,0.0,0.0
7417,,,300.1,311.2,7.2813856635702825,42.4,190.0,0.0,0.0,0.0,0.0,0.0,0.0
6440,,,300.6,310.1,7.4127640174265625,32.7,44.0,0.0,0.0,0.0,0.0,0.0,0.0
5298,,,303.7,313.1,7.249215057114389,48.6,183.0,0.0,0.0,0.0,0.0,0.0,0.0
9423,,,298.1,308.5,7.418180822726788,29.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8887,,,297.9,309.0,7.367708572374371,36.7,104.0,0.0,0.0,0.0,0.0,0.0,0.0
7788,,,300.3,311.5,7.229113877793302,47.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0
5049,,,304.0,313.2,7.148345743900068,68.6,161.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
2075,,,299.5,309.4,7.3796321526095525,31.5,193.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,,,299.9,310.1,7.280697195384741,39.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0
5477,,,302.6,312.1,7.27655640271871,42.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
9128,,,297.4,310.1,7.474204806496124,27.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0
6136,,,301.0,310.9,7.462214939768189,28.9,129.0,0.0,0.0,0.0,0.0,0.0,0.0
8888,,,297.8,308.9,7.333676395657684,37.6,106.0,0.0,0.0,0.0,0.0,0.0,0.0
319,,,297.8,308.4,7.321849713788356,39.9,181.0,0.0,0.0,0.0,0.0,0.0,0.0
4753,,,303.3,311.3,7.315218389752975,39.5,38.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,,,301.3,310.0,7.20414929203594,54.8,186.0,0.0,0.0,0.0,0.0,0.0,0.0
3996,,,302.3,311.3,7.3914152346753585,31.6,135.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,,,302.2,310.8,7.698029170272805,16.6,47.0,0.0,0.0,0.0,0.0,0.0,0.0
6072,,,300.9,310.8,7.2813856635702825,43.6,185.0,0.0,0.0,0.0,0.0,0.0,0.0
767,,,296.8,308.0,7.3537223303996315,38.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,,,300.3,309.2,7.253470382684528,44.8,200.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,,,300.3,309.5,7.271703706887368,44.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,,,302.6,311.8,7.40184157874383,35.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0
5028,,,304.0,313.3,7.166265974133638,54.6,102.0,0.0,0.0,0.0,0.0,0.0,0.0
8383,,,298.9,310.0,7.450079569807499,27.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0
5342,,,303.5,312.8,7.247792581767846,55.8,84.0,0.0,0.0,0.0,0.0,0.0,0.0
428,,,297.5,308.5,7.311218384419629,42.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,,,301.7,310.1,7.246368080102461,50.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5580,,,302.6,312.2,7.4360278163518485,27.1,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8659,,,297.4,308.5,7.311218384419629,36.4,126.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,,,301.6,310.1,7.283448228756631,39.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
8573,,,297.7,308.5,7.352441100243583,35.2,127.0,0.0,0.0,0.0,0.0,0.0,0.0
7112,,,300.8,310.4,7.280008252884188,39.4,62.0,0.0,0.0,0.0,0.0,0.0,0.0
6237,,,301.3,310.9,7.321849713788356,36.9,159.0,0.0,0.0,0.0,0.0,0.0,0.0
7105,,,300.9,310.4,7.282761179605593,43.1,43.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,,,297.8,307.6,7.382746449738912,30.3,62.0,0.0,0.0,0.0,0.0,0.0,0.0
4597,,,303.0,311.2,7.216709486709457,47.6,106.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0
7550,,,300.3,311.4,7.3427791893318455,41.6,97.0,0.0,0.0,0.0,0.0,0.0,0.0
8996,,,297.2,308.0,7.29641326877392,43.7,162.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,,,298.9,308.5,7.365812837209472,39.1,119.0,0.0,0.0,0.0,0.0,0.0,0.0
8797,,,297.2,308.3,7.493873886783559,23.8,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,,,299.8,309.5,7.372118028337787,28.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0
4325,,,301.7,310.2,7.304515946460155,43.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
3784,,,302.2,310.8,7.242797922793756,47.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,,,299.4,308.7,7.427738840532894,30.8,171.0,0.0,0.0,0.0,0.0,0.0,0.0
5464,,,302.9,312.4,7.3537223303996315,34.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,,,299.1,308.3,7.329749689041512,34.1,128.0,0.0,0.0,0.0,0.0,0.0,0.0
720,,,297.4,308.8,7.277938572945661,58.1,129.0,0.0,0.0,0.0,0.0,0.0,0.0
6479,,,300.5,310.1,7.416979621381154,29.1,145.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
588,,,297.6,309.5,7.392647520721623,33.1,224.0,0.0,0.0,0.0,0.0,0.0,0.0
7174,,,300.1,310.1,7.429520842786462,30.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0
6745,,,301.7,311.0,7.1693500166706,58.1,168.0,0.0,0.0,0.0,0.0,0.0,0.0
937,,,295.6,306.1,7.257707677160043,46.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0
9853,,,298.6,309.4,7.183111701743281,51.4,52.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,,,302.0,311.0,7.259116128097101,45.9,144.0,0.0,0.0,0.0,0.0,0.0,0.0
5720,,,302.3,312.0,7.243512974665482,43.3,171.0,0.0,0.0,0.0,0.0,0.0,0.0
638,,,298.2,309.7,7.368970402194793,37.4,118.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,,,297.6,309.0,7.332369205929062,33.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,,,299.1,308.9,7.27655640271871,43.4,197.0,0.0,0.0,0.0,0.0,0.0,0.0
3421,,,301.6,310.6,7.51479976048867,23.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0
7297,,,300.0,310.4,7.540090320145325,21.9,102.0,0.0,0.0,0.0,0.0,0.0,0.0
9118,,,297.6,308.7,7.297091005160418,46.6,54.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,,,303.3,310.1,7.233455418621439,54.8,48.0,0.0,0.0,0.0,0.0,0.0,0.0
6660,,,301.3,310.3,7.394493107219038,31.3,180.0,0.0,0.0,0.0,0.0,0.0,0.0
6731,,,301.6,311.0,7.266827347520591,42.3,129.0,0.0,0.0,0.0,0.0,0.0,0.0
264,,,298.0,308.1,7.370230641807081,32.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0
7958,,,300.9,311.9,7.669028288589683,16.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0
3986,,,302.3,311.2,7.234898420314831,50.3,110.0,0.0,0.0,0.0,0.0,0.0,0.0
7281,,,299.9,310.1,7.161622002939187,69.6,62.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
8640,,,297.5,308.4,7.233455418621439,56.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
8963,,,297.3,307.9,7.395721608602045,30.2,80.0,0.0,0.0,0.0,0.0,0.0,0.0
9526,,,299.1,310.3,7.252762418053187,42.1,74.0,0.0,0.0,0.0,0.0,0.0,0.0
4791,,,303.8,312.8,7.275172319452771,40.7,145.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,,,300.8,309.6,7.344072850573066,42.3,186.0,0.0,0.0,0.0,0.0,0.0,0.0
7150,,,300.2,309.8,7.317876198626496,41.8,161.0,0.0,0.0,0.0,0.0,0.0,0.0
6200,,,300.9,310.9,7.311886164077165,43.2,62.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,,,301.3,310.5,7.237778191923443,45.8,63.0,0.0,0.0,0.0,0.0,0.0,0.0
2793,,,300.4,309.7,7.368339686311381,32.6,71.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,,,302.0,311.5,7.220373836723949,52.3,54.0,0.0,0.0,0.0,0.0,0.0,0.0
421,,,297.3,308.3,7.171656822768514,39.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3331,,,301.7,310.8,7.234177179749849,50.7,133.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,,,298.1,307.9,7.6787889981991535,17.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4914,,,303.5,312.3,7.374001859350161,35.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,,,301.2,309.9,7.431299675155903,29.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8650,,,297.4,308.4,7.192182058713246,61.8,98.0,0.0,0.0,0.0,0.0,0.0,0.0
404,,,297.3,308.6,7.149916836132109,59.8,182.0,0.0,0.0,0.0,0.0,0.0,0.0
7080,,,300.7,310.5,7.27655640271871,41.1,201.0,0.0,0.0,0.0,0.0,0.0,0.0
6374,,,300.0,309.5,7.459338895220296,28.9,82.0,0.0,0.0,0.0,0.0,0.0,0.0
8694,,,297.2,308.5,7.368339686311381,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,,,298.8,310.0,7.649216319820633,19.6,148.0,0.0,0.0,0.0,0.0,0.0,0.0
774,,,296.8,308.0,7.32052696227274,39.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,,,298.2,308.0,7.252762418053187,42.4,48.0,0.0,0.0,0.0,0.0,0.0,0.0
8972,,,296.9,307.6,7.323170717943469,35.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0
5260,,,303.5,310.1,7.3427791893318455,36.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,,,298.6,308.3,7.4489161025442,28.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0
7041,,,300.7,310.6,7.450660796211539,30.3,96.0,0.0,0.0,0.0,0.0,0.0,0.0
6819,,,301.0,310.7,7.4133673356952405,29.9,148.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,,,299.3,310.1,7.189922170745808,62.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,,,298.5,310.0,7.498315870766981,26.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0
6105,,,300.8,310.8,7.2875606403097235,41.3,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,,,299.7,309.2,7.390798521735676,30.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
4664,,,303.3,311.3,7.237059026124737,53.9,39.0,0.0,0.0,0.0,0.0,0.0,0.0
4162,,,301.9,310.3,7.4109518755836366,32.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,,,303.7,312.2,7.358193752733032,33.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,,,299.9,309.4,7.527793987721444,22.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8717,,,297.1,308.6,7.4489161025442,31.3,61.0,0.0,0.0,0.0,0.0,0.0,0.0
9071,,,297.1,308.2,7.2640301428995295,45.2,136.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,,,302.5,311.9,7.254884810077338,51.6,205.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,,,300.9,311.0,7.267525427828172,48.1,59.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,,,298.6,309.9,7.2875606403097235,45.7,49.0,0.0,0.0,0.0,0.0,0.0,0.0
7479,,,300.1,311.3,7.299797366758161,39.5,133.0,0.0,0.0,0.0,0.0,0.0,0.0
4592,,,302.9,311.2,7.6511201757027,17.8,91.0,0.0,0.0,0.0,0.0,0.0,0.0
5295,,,303.9,313.4,7.274479558773871,48.5,174.0,0.0,0.0,0.0,0.0,0.0,0.0
4926,,,303.4,312.3,7.427144133408616,30.6,67.0,0.0,0.0,0.0,0.0,0.0,0.0
7225,,,299.8,309.6,7.377133712833954,31.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,,,297.1,308.4,7.292337176173877,44.4,197.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,,,298.3,308.4,7.275864600546533,47.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,,,303.5,312.4,7.362010551259734,32.7,175.0,0.0,0.0,0.0,0.0,0.0,0.0
7724,,,300.5,311.6,7.456454555176209,30.2,106.0,0.0,0.0,0.0,0.0,0.0,0.0
9565,,,299.8,311.1,7.507141079727608,24.9,174.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,,,300.6,309.5,7.310550158534422,36.5,79.0,0.0,0.0,0.0,0.0,0.0,0.0
9730,,,298.7,309.8,7.4360278163518485,29.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,,,299.1,308.2,7.280008252884188,46.1,112.0,0.0,0.0,0.0,0.0,0.0,0.0
7511,,,300.5,311.8,7.329749689041512,38.9,214.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
7424,,,300.0,311.3,7.249925536717988,47.3,208.0,0.0,0.0,0.0,0.0,0.0,0.0
7509,,,300.5,311.9,7.456454555176209,27.5,209.0,0.0,0.0,0.0,0.0,0.0,0.0
9642,,,299.3,310.4,7.2196420401307355,53.9,171.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,,,301.3,310.5,7.198931240688173,52.7,106.0,0.0,0.0,0.0,0.0,0.0,0.0
784,,,296.7,310.1,7.365180126021013,33.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0
7698,,,300.5,311.4,7.244941546337007,45.1,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,,,298.2,310.1,7.803843303538772,13.8,45.0,0.0,0.0,0.0,0.0,0.0,0.0
9410,,,298.0,308.5,7.417580402414544,28.3,196.0,0.0,0.0,0.0,0.0,0.0,0.0
9574,,,299.7,310.9,7.307872780763706,40.1,195.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,,,298.8,310.3,7.220373836723949,59.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,,,302.6,310.4,7.408530566894626,30.1,62.0,0.0,0.0,0.0,0.0,0.0,0.0
7759,,,300.4,311.8,7.432483807917119,30.8,196.0,0.0,0.0,0.0,0.0,0.0,0.0
5092,,,303.9,313.2,7.204892510204673,48.2,77.0,0.0,0.0,0.0,0.0,0.0,0.0
9087,,,297.1,307.8,7.264730177929867,43.7,179.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,,,302.8,312.2,7.38770923908104,32.9,159.0,0.0,0.0,0.0,0.0,0.0,0.0
4582,,,303.0,311.2,7.379008127628304,32.9,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,,,299.8,309.4,7.383989457978509,32.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8668,,,297.5,308.8,7.283448228756631,46.1,147.0,0.0,0.0,0.0,0.0,0.0,0.0
8081,,,300.2,311.5,7.267525427828172,43.6,127.0,0.0,0.0,0.0,0.0,0.0,0.0
6757,,,301.8,311.2,7.518064181233078,26.6,202.0,0.0,0.0,0.0,0.0,0.0,0.0
8046,,,300.7,311.9,7.220373836723949,55.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0
4203,,,302.4,311.0,7.349873704738337,40.6,205.0,0.0,0.0,0.0,0.0,0.0,0.0
5088,,,304.0,313.0,7.430114138561801,28.2,66.0,0.0,0.0,0.0,0.0,0.0,0.0
9482,,,298.9,309.6,7.2196420401307355,50.9,183.0,0.0,0.0,0.0,0.0,0.0,0.0
237,,,298.1,308.3,7.310550158534422,38.7,188.0,0.0,0.0,0.0,0.0,0.0,0.0
665,,,297.5,308.9,7.237778191923443,47.4,187.0,0.0,0.0,0.0,0.0,0.0,0.0
9436,,,298.0,308.7,7.275172319452771,49.3,52.0,0.0,0.0,0.0,0.0,0.0,0.0
3778,,,302.4,311.1,7.451241684987676,30.1,210.0,0.0,0.0,0.0,0.0,0.0,0.0
678,,,297.9,309.2,7.2991214627108,39.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0
6048,,,300.9,311.0,7.5251007461258,23.6,122.0,0.0,0.0,0.0,0.0,0.0,0.0
5252,,,303.4,312.9,7.176254532017144,54.3,68.0,0.0,0.0,0.0,0.0,0.0,0.0
796,,,296.9,307.8,7.381501894506707,37.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
8086,,,300.2,311.4,7.194436851100335,49.8,143.0,0.0,0.0,0.0,0.0,0.0,0.0
618,,,298.1,310.0,7.2399325913204695,43.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0
4140,,,301.7,310.2,7.390798521735676,30.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0
9966,,,298.3,307.9,7.440733707389261,28.9,147.0,0.0,0.0,0.0,0.0,0.0,0.0
9991,,,298.8,308.5,7.331714969726466,36.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,,,298.6,308.4,7.1785454837637,59.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,,,299.6,309.3,7.348587530927593,32.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0
7719,,,300.6,311.7,7.2640301428995295,44.6,87.0,0.0,0.0,0.0,0.0,0.0,0.0
7132,,,300.5,310.1,7.252053951852814,44.4,111.0,0.0,0.0,0.0,0.0,0.0,0.0
7392,,,299.7,310.6,7.424165281042028,31.3,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,,,298.3,310.1,7.284820912568604,52.5,98.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,,,298.6,309.7,7.424165281042028,28.4,115.0,0.0,0.0,0.0,0.0,0.0,0.0
3438,,,301.5,310.5,7.739794458408701,15.8,191.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,,,302.3,311.6,7.419979923661835,33.2,52.0,0.0,0.0,0.0,0.0,0.0,0.0
7191,,,300.3,310.3,7.204892510204673,46.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0
3819,,,302.1,310.7,7.307872780763706,42.8,98.0,0.0,0.0,0.0,0.0,0.0,0.0
4093,,,302.0,310.5,7.502738210754851,24.4,138.0,0.0,0.0,0.0,0.0,0.0,0.0
7849,,,300.2,311.6,7.344719054149673,37.7,217.0,0.0,0.0,0.0,0.0,0.0,0.0
9122,,,297.3,308.3,7.242082359256962,45.9,64.0,0.0,0.0,0.0,0.0,0.0,0.0
516,,,297.5,309.2,7.447751280047908,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
5636,,,302.6,312.1,7.315218389752975,47.3,171.0,0.0,0.0,0.0,0.0,0.0,0.0
9695,,,298.9,310.0,7.352441100243583,33.4,58.0,0.0,0.0,0.0,0.0,0.0,0.0
4882,,,303.8,312.6,7.249215057114389,47.1,162.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,,,299.5,309.0,7.24422751560335,49.7,207.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,,,299.2,308.5,7.29641326877392,47.2,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,,,300.8,309.7,7.138073034044347,54.9,168.0,0.0,0.0,0.0,0.0,0.0,0.0
6547,,,301.4,310.8,7.333676395657684,39.9,107.0,0.0,0.0,0.0,0.0,0.0,0.0
7709,,,300.5,311.4,7.444248649496705,32.3,64.0,0.0,0.0,0.0,0.0,0.0,0.0
7845,,,300.1,311.7,7.315883504509785,42.6,208.0,0.0,0.0,0.0,0.0,0.0,0.0
636,,,298.3,310.0,7.527793987721444,23.9,114.0,0.0,0.0,0.0,0.0,0.0,0.0
6926,,,301.1,311.6,7.144407180321139,55.5,210.0,0.0,0.0,0.0,0.0,0.0,0.0
6368,,,300.0,309.6,7.360103972989152,33.1,65.0,0.0,0.0,0.0,0.0,0.0,0.0
899,,,295.6,306.2,7.277247726631484,49.9,133.0,0.0,0.0,0.0,0.0,0.0,0.0
4884,,,303.8,312.6,7.429520842786462,29.3,167.0,0.0,0.0,0.0,0.0,0.0,0.0
9295,,,298.1,310.1,7.271008538280992,36.2,95.0,0.0,0.0,0.0,0.0,0.0,0.0
8779,,,297.5,308.7,7.282761179605593,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,,,297.8,307.4,7.321849713788356,40.8,137.0,0.0,0.0,0.0,0.0,0.0,0.0
8402,,,298.5,309.4,7.421775793644647,31.8,108.0,0.0,0.0,0.0,0.0,0.0,0.0
7189,,,300.4,310.4,7.160069207596127,56.8,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,,,300.7,309.6,7.237778191923443,48.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,,,299.7,309.1,7.297091005160418,40.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,,,299.3,308.9,7.527793987721444,24.7,101.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,,,300.7,309.4,7.371489295214277,35.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
7875,,,300.7,312.3,7.3453648404168685,37.9,58.0,0.0,0.0,0.0,0.0,0.0,0.0
8847,,,297.4,308.8,7.189922170745808,62.4,204.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0
5245,,,303.6,313.0,7.374001859350161,31.6,52.0,0.0,0.0,0.0,0.0,0.0,0.0
5173,,,304.2,313.4,7.462214939768189,28.2,78.0,0.0,0.0,0.0,0.0,0.0,0.0
9086,,,297.1,307.9,7.2196420401307355,54.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0
6969,,,300.9,311.2,7.489970898834801,25.5,114.0,0.0,0.0,0.0,0.0,0.0,0.0
8484,,,298.3,309.4,7.389563953677635,31.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0
7029,,,300.6,310.6,7.247080584585756,50.4,64.0,0.0,0.0,0.0,0.0,0.0,0.0
6319,,,300.9,310.3,7.256297239690681,50.9,152.0,0.0,0.0,0.0,0.0,0.0,0.0
3510,,,301.8,311.0,7.4798641311650265,27.2,162.0,0.0,0.0,0.0,0.0,0.0,0.0
8137,,,299.6,310.9,7.29641326877392,39.7,64.0,0.0,0.0,0.0,0.0,0.0,0.0
7386,,,299.8,310.5,7.226936018493289,53.9,110.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,,,298.2,307.5,7.293697720601438,51.3,180.0,0.0,0.0,0.0,0.0,0.0,0.0
